Triplet #,Anchor,Positive,Negative,Hardness Score
1,Sweater_wind2_b100_m1.7_1.mp4,Cotton_wind2_b100_m1_1.mp4,Silk_wind1_b0.01_m0.5_1.mp4,4
2,Fleece_wind3_b0.1_m0.7_1.mp4,Sha_wind3_b0.1_m0.1_1.mp4,Silk_wind2_b10_m0.1_1.mp4,5
3,Sha_wind1_b10_m0.3_1.mp4,Silk_wind1_b10_m0.3_1.mp4,Sweater_wind1_b0.01_m1_1.mp4,1
4,Bro_wind3_b100_m0.7_1.mp4,Sha_wind2_b100_m1_1.mp4,Sha_wind3_b1_m1_1.mp4,6
5,Sweater_wind2_b0.1_m1.3_1.mp4,FeltGreen_wind2_b0.1_m1.3_1.mp4,Silk_wind1_b0.001_m1.7_1.mp4,4
6,Sweater_wind3_b100_m1.3_1.mp4,Sha_wind3_b100_m1_1.mp4,Fleece_wind1_b0.1_m1.7_1.mp4,2
7,Bro_wind3_b10_m1.3_1.mp4,Sha_wind2_b10_m1.7_1.mp4,Fleece_wind3_b0.1_m1.7_1.mp4,5
8,Cotton_wind1_b0.001_m1.3_1.mp4,Silk_wind3_b0.001_m0.3_1.mp4,Cotton_wind3_b0.01_m0.3_1.mp4,3
9,Sweater_wind2_b0.01_m1.7_1.mp4,Cotton_wind3_b0.01_m0.5_1.mp4,FeltGreen_wind1_b0.1_m0.1_1.mp4,3
10,Sha_wind3_b1_m1.7_1.mp4,Sweater_wind2_b1_m1_1.mp4,Cotton_wind3_b10_m1.7_1.mp4,4
11,FeltGreen_wind1_b0.001_m0.1_1.mp4,FeltGreen_wind3_b0.001_m1_1.mp4,Fleece_wind3_b1_m1_1.mp4,5
12,Fleece_wind3_b0.001_m0.5_1.mp4,Bro_wind3_b0.001_m1_1.mp4,Bro_wind2_b1_m1.7_1.mp4,6
13,Silk_wind1_b0.01_m1.7_1.mp4,Sweater_wind3_b0.01_m1.3_1.mp4,Bro_wind2_b0.1_m0.5_1.mp4,3
14,Fleece_wind2_b0.01_m1.3_1.mp4,FeltGreen_wind2_b0.01_m0.5_1.mp4,Sweater_wind2_b0.1_m1.3_1.mp4,3
15,Cotton_wind2_b0.1_m0.5_1.mp4,Fleece_wind3_b0.1_m0.5_1.mp4,FeltGreen_wind1_b10_m1.3_1.mp4,6
16,Silk_wind3_b0.1_m0.5_1.mp4,Cotton_wind3_b0.1_m0.7_1.mp4,Bro_wind1_b0.001_m0.7_1.mp4,4
17,Sweater_wind1_b0.01_m0.7_1.mp4,Bro_wind1_b0.01_m0.3_1.mp4,Fleece_wind1_b10_m0.3_1.mp4,4
18,FeltGreen_wind2_b0.001_m0.1_1.mp4,Bro_wind3_b0.001_m1.7_1.mp4,Sweater_wind3_b0.1_m0.3_1.mp4,9
19,Silk_wind3_b0.001_m1.7_1.mp4,Bro_wind1_b0.001_m0.5_1.mp4,FeltGreen_wind3_b100_m0.5_1.mp4,3
20,Cotton_wind1_b100_m0.5_1.mp4,Sweater_wind3_b100_m1.3_1.mp4,Bro_wind2_b0.1_m1.7_1.mp4,3
21,Cotton_wind2_b100_m0.3_1.mp4,Cotton_wind2_b100_m1.3_1.mp4,Sha_wind1_b0.01_m1_1.mp4,4
22,FeltGreen_wind3_b100_m0.1_1.mp4,Cotton_wind2_b100_m1_1.mp4,Silk_wind1_b0.01_m0.3_1.mp4,6
23,Bro_wind2_b1_m1.3_1.mp4,Silk_wind3_b1_m0.1_1.mp4,Fleece_wind1_b0.001_m0.1_1.mp4,2
24,Fleece_wind2_b10_m0.3_1.mp4,Cotton_wind1_b10_m0.7_1.mp4,Sweater_wind1_b100_m0.1_1.mp4,5
25,Cotton_wind3_b0.001_m1_1.mp4,Cotton_wind3_b0.001_m1.3_1.mp4,Bro_wind2_b10_m1_1.mp4,4
